addr,category,name,symbol,info
0x27f706edde3aD952EF647Dd67E24e38CD0803DD6,verify-reverse-in-transfer,Useless Ethereum Token,UET,_
0x55F93985431Fc9304077687a35A1BA103dC1e081,verify-reverse-in-transfer,SmartMesh Token,SMT,_
0x9653cFd0865ad8313BEA2f0C2EC0584BFd05115B,verify-reverse-in-transfer,FuturXE,FXE,_
