addr,category,name,symbol,info
0x28c8d01FF633eA9Cd8fc6a451D7457889E698de6,no-name,ethereum-gold,ETG,_
0x38c6A68304cdEfb9BEc48BbFaABA5C5B47818bb2,no-name,high-performance-blockchain,HPB,_
0x449574C69f3A658794829eD81639A7A9ECe041E1,no-name,neo-gold,NEOG,_
0x62a56a4A2Ef4D355D34D10fBF837e747504d38d4,no-name,paypex,PAYX,_
0x8f3470A7388c05eE4e7AF3d01D8C722b0FF52374,no-name,Veritaseum,VERI,_
0xEF68e7C694F40c8202821eDF525dE3782458639f,no-name,loopring,LRC,_
0xb5A5F22694352C15B00323844aD545ABb2B11028,no-name,icon,ICX,_
