addr,category,name,symbol,info
0xCc13Fc627EFfd6E35D2D2706Ea3C4D7396c610ea,setowner-anyone,idex-membership,IDXM,_
0xCdCFc0f66c522Fd086A1b725ea3c0Eeb9F9e8814,setowner-anyone,Aurora DAO,AURA,_
