addr,category,name,symbol,exchanges,totalSupply,decimals,info
0x461733c17b0755CA5649B6DB08B3E213FCf22546,custom-fallback-bypass-ds-auth,atn,ATN,@Allcoin@BigONE@Hotbit@RightBTC,210000000,18,_
